Survey ID,Age,Gender,Ethnicity,Education Completed,Marital Status,Household Size,Spouse,Children,Parent,Religion,Full Time Employment,Part Time Employment,Employment Type,Student,Retired,Occupation,Income,Achieving Ends Meet,US Born,Duration of Residency,Citizenship Class,English Speaking,Familiarity with America,Familiarity with Ethnic Origin,Present Health,Present Mental Health,Health Insurance,Status of Ownership,Personal Car,Satisfaction with Life,Quality of Life
80143,68,Female,Vietnamese,10,Single,1,0,0,0,Other,0,0,None,0,Retired,None,"$10,000 - $19,999",1,No,13,No,Not at all,Very low,Very low,Fair,Fair,0,Own,No,Not very much,7
80074,31,Male,Vietnamese,16,Married,7,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Service worker,"$20,000 - $29,999",0,No,13,No,Well,High,Very high,Excellent,Excellent,Yes,Own,Yes,Pretty much,8
80062,65,Male,Vietnamese,10,Living with a partner,6,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$70,000 and over",0,No,7,Yes,Not well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Very much,10
10091,24,Male,Vietnamese,16,Single,4,0,0,Living with parents,None,0,0,None,Student,0,None,"$0 - $9,999",0,No,10,No,Well,Very high,High,Excellent,Fair,0,Own,Yes,,
10910,68,Male,Vietnamese,13,Single,1,0,0,0,None,0,Employed part time,Part Time,0,0,,"$10,000 - $19,999",1,No,28,Yes,Well,Low,High,Good,Good,0,Rent,Yes,,7
80285,42,Female,Vietnamese,17,Married,4,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$40,000 - $49,999",0,No,8,No,Not well,High,Low,Very Good,Very Good,Yes,Rent,Yes,Pretty much,9
10040067,26,Female,Vietnamese,14,Single,1,0,0,0,Buddhist,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$10,000 - $19,999",,Yes,26,No,Very well,Low,High,Good,Good,Yes,Rent,Yes,,5
80249,26,Male,Vietnamese,16,Single,1,0,0,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$40,000 - $49,999",1,No,7,No,Well,Very high,Very high,Excellent,Excellent,Yes,Rent,Yes,Pretty much,8
80061,24,Female,Vietnamese,17,Single,2,0,0,Living with parents,None,Employed full time,0,Full Time,0,0,Service worker,"$30,000 - $39,999",0,No,10,No,Very well,High,High,Good,Good,Yes,Own,Yes,,8
80200,60,Male,Vietnamese,16,Married,4,0,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$20,000 - $29,999",0,No,12,No,Well,Low,High,Good,Good,Yes,Own,Yes,,7
10594,42,Male,Vietnamese,16,Married,5,Living with spouse,Living with children,Living with parents,Catholic,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",,No,35,No,Very well,High,High,Very Good,Very Good,Yes,Own,,Pretty much,9
80362,64,Male,Vietnamese,12,Married,2,Living with spouse,0,0,Protestant,0,Employed part time,Part Time,0,Retired,Skilled trades,"$40,000 - $49,999",0,No,40,No,Well,High,High,Good,Good,Yes,Own,Yes,Pretty much,7
80245,62,Male,Vietnamese,14,Living with a partner,2,Living with spouse,0,0,Buddhist,0,0,None,0,Retired,None,"$30,000 - $39,999",,No,38,No,Well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,6
80401,51,Female,Vietnamese,12,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Service worker,"$20,000 - $29,999",0,No,9,Yes,Not well,High,Very high,Good,Excellent,0,Own,Yes,,10
10560,33,Female,Vietnamese,16,Married,7,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,20,No,Very well,Very high,Very high,Very Good,Excellent,Yes,Own,Yes,Very much,10
80347,69,Female,Vietnamese,12,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,Retired,None,"$40,000 - $49,999",0,No,36,No,Not well,High,High,Fair,Good,Yes,Own,Yes,Very much,10
10992,76,Male,Filipino,16,Married,6,0,Living with children,0,Protestant,0,0,None,0,Retired,None,,0,No,4,No,Not well,High,High,Good,Good,0,Rent,Yes,Very much,7
80412,23,Male,Vietnamese,16,Single,5,0,0,Living with parents,Buddhist,0,0,None,Student,0,None,"$50,000 - $59,999",0,No,9,No,Very well,Very high,High,Excellent,Very Good,Yes,Own,Yes,Pretty much,8
80242,,Female,Vietnamese,12,Married,4,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Service worker,"$70,000 and over",0,No,15,Yes,Well,Very high,Very high,Good,Good,Yes,Own,Yes,Pretty much,6
80124,25,Female,Vietnamese,16,Single,3,0,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$60,000 - $69,999",0,No,9,Yes,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
80448,45,Male,Vietnamese,16,Married,6,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$20,000 - $29,999",1,No,20,Yes,Well,High,High,Excellent,Excellent,Yes,Rent,Yes,Pretty much,7
80053,51,Male,Vietnamese,17,Married,4,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,24,Yes,Well,Very high,High,Excellent,Excellent,Yes,Own,Yes,Pretty much,10
80246,43,Male,Vietnamese,15,Married,5,0,Living with children,0,Buddhist,0,0,None,0,0,Business owner,"$70,000 and over",0,No,25,No,Well,High,Very high,Excellent,Very Good,Yes,Own,No,Not very much,10
8046200,18,Male,Vietnamese,13,Single,5,Living with spouse,0,0,Catholic,0,0,None,Student,0,Professional,"$30,000 - $39,999",1,Yes,18,No,Very well,High,Low,Very Good,Very Good,0,Rent,No,,5
10624,30,Female,Vietnamese,16,Living with a partner,3,0,0,0,Protestant,0,0,None,0,0,Other,"$40,000 - $49,999",1,Yes,30,No,Very well,High,Very low,Good,Good,Yes,Rent,Yes,Very much,7
80237,24,Female,Vietnamese,16,Single,1,0,0,0,Buddhist,0,0,None,Student,0,Other,"$20,000 - $29,999",0,No,10,No,Well,High,Very high,Very Good,Very Good,0,Rent,Yes,Pretty much,8
80146,72,Female,Vietnamese,10,Married,2,Living with spouse,0,0,Buddhist,0,0,None,0,Retired,None,"$10,000 - $19,999",1,No,20,No,Not at all,Very low,Very low,Good,Fair,0,Own,Yes,Not very much,6
80467,27,Female,Vietnamese,17,Married,2,Living with spouse,0,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,11,No,Very well,Very high,Very high,Very Good,Very Good,Yes,Rent,Yes,Very much,7
80364,61,Female,Vietnamese,,Single,1,0,0,0,Protestant,0,0,None,0,0,None,,,No,10,No,Not well,High,Very high,Good,Good,Yes,Rent,No,Pretty much,8
10284,19,Female,Vietnamese,16,Single,4,0,0,Living with parents,Buddhist,0,0,None,Student,0,None,"$30,000 - $39,999",0,,11,No,Very well,Low,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
80257,29,Female,Vietnamese,16,Single,1,0,0,0,Buddhist,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$70,000 and over",0,No,19,Yes,Very well,Very high,Very high,Excellent,Excellent,0,Rent,Yes,Pretty much,8
10172,25,Female,Vietnamese,16,Married,3,Living with spouse,Living with children,0,,Employed full time,0,Full Time,0,0,Professional,"$60,000 - $69,999",0,No,16,Yes,Very well,High,High,Good,Good,Yes,Own,Yes,Pretty much,8
80241,50,Female,Vietnamese,12,Living with a partner,3,0,Living with children,0,Catholic,0,Employed part time,Part Time,0,0,Other,"$50,000 - $59,999",,No,22,Yes,Not well,Very high,High,Good,Good,Yes,Own,Yes,Pretty much,9
80453,34,Male,Vietnamese,17,Married,2,Living with spouse,0,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,15,Yes,Well,High,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,8
80375,47,Female,Vietnamese,9,Living with a partner,2,0,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,,"$10,000 - $19,999",,No,10,No,Not well,High,High,Good,Excellent,Yes,Rent,Yes,Pretty much,10
10255,21,Male,Vietnamese,15,Single,3,0,0,0,Buddhist,0,0,None,Student,0,None,"$0 - $9,999",0,Yes,21,No,Very well,Very high,High,Excellent,Excellent,Yes,Own,Yes,Pretty much,9
80370,60,Male,Vietnamese,10,Single,3,0,Living with children,0,None,0,Employed part time,Part Time,0,0,Semi-skilled,"$10,000 - $19,999",1,No,10,No,Not at all,Low,Low,Good,Good,0,Own,No,Pretty much,5
80094,46,Female,Vietnamese,16,Married,5,Living with spouse,0,0,Buddhist,Employed full time,0,Full Time,0,0,Semi-skilled,"$30,000 - $39,999",0,No,10,Yes,Not well,High,Very high,Good,Good,Yes,Own,Yes,Very much,10
80221,58,Male,Vietnamese,12,Living with a partner,7,Living with spouse,0,0,Buddhist,Employed full time,0,Full Time,0,0,Skilled trades,"$30,000 - $39,999",0,No,18,Yes,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,
80446,58,Male,Vietnamese,12,Married,8,Living with spouse,0,0,Catholic,Employed full time,0,Full Time,0,0,Skilled trades,"$30,000 - $39,999",0,No,40,Yes,Well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
80404,41,Female,Vietnamese,11,Single,,0,0,0,Buddhist,Employed full time,0,Full Time,0,0,Service worker,"$10,000 - $19,999",,No,10,No,Not well,Very low,Very low,Excellent,Excellent,Yes,Own,Yes,Pretty much,10
80408,52,Male,Vietnamese,16,Married,5,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Semi-skilled,"$50,000 - $59,999",0,No,9,Yes,Not well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
80426,52,Female,Vietnamese,14,Married,8,Living with spouse,Living with children,0,Catholic,0,0,None,0,0,"Manager, executive, or official","$60,000 - $69,999",0,No,40,No,Well,Very high,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
100040110,39,Female,Vietnamese,16,Married,5,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,,"$70,000 and over",0,No,28,No,Very well,Very high,Very high,Excellent,Excellent,Yes,Own,Yes,,10
1011701,45,Female,Vietnamese,16,Married,4,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$50,000 - $59,999",,No,28,Yes,Well,Low,Low,Very Good,Good,Yes,Own,Yes,Pretty much,6
10070,73,Male,Vietnamese,14,Married,3,Living with spouse,0,0,Buddhist,0,0,None,0,Retired,Business owner,"$50,000 - $59,999",0,No,40,No,Well,High,High,Good,Very Good,Yes,Own,Yes,Pretty much,7
80165,60,Male,Vietnamese,7,Married,3,Living with spouse,Living with children,0,Buddhist,0,0,None,0,0,Other,"$0 - $9,999",1,No,11,No,Not well,Very low,Very high,Very Good,Fair,0,Rent,No,,6
80158,58,Male,Vietnamese,14,Married,5,Living with spouse,0,0,Buddhist,0,0,None,0,0,"Manager, executive, or official","$30,000 - $39,999",0,No,24,No,Not well,High,High,Good,Good,Yes,Own,Yes,Not very much,6
10021,34,Male,Vietnamese,16,Married,4,Living with spouse,Living with children,Living with parents,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,23,No,Very well,Very high,High,Very Good,Very Good,Yes,Own,Yes,Very much,9
80075,24,Female,Vietnamese,16,Single,4,0,0,Living with parents,Buddhist,0,0,None,0,0,"Manager, executive, or official","$70,000 and over",0,No,11,No,Very well,Very high,Very high,Excellent,Excellent,Yes,Own,Yes,Pretty much,7
10040076,18,Female,Vietnamese,12,Single,5,Living with spouse,0,Living with parents,Buddhist,0,Employed part time,Part Time,Student,0,Service worker,,0,Yes,17,Yes,Very well,Very high,Very high,Very Good,Very Good,0,Own,Yes,Pretty much,8
80400,57,Female,Vietnamese,13,Married,,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Other,"$10,000 - $19,999",0,No,11,No,Not well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
100040034,32,Female,Vietnamese,17,Married,6,Living with spouse,Living with children,Living with parents,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,15,No,Well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
8042701,59,Male,Vietnamese,12,Married,5,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,,1,No,11,Yes,Not at all,Very low,Very low,Very Good,Very Good,0,Rent,No,,10
10155,44,Female,Vietnamese,16,Married,4,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,24,No,Well,High,High,Good,Good,Yes,Own,Yes,Pretty much,8
10040041,32,Female,Vietnamese,13,Single,8,0,Living with children,Living with parents,None,Employed full time,0,Full Time,0,0,Service worker,"$30,000 - $39,999",0,No,18,No,Well,High,High,Good,Excellent,Yes,Own,Yes,Not at all,8
80157,55,Female,Vietnamese,12,Married,8,0,Living with children,Living with parents,Protestant,0,Employed part time,Part Time,0,0,Service worker,"$70,000 and over",0,No,13,No,Not well,Low,Very high,Good,Good,0,Own,Yes,Pretty much,7
10086,22,Male,Vietnamese,12,Single,2,0,0,0,None,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$20,000 - $29,999",0,Yes,22,No,Very well,Very high,High,Good,Very Good,Yes,Rent,Yes,Pretty much,10
80224,70,Female,Vietnamese,12,Married,8,0,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Service worker,"$50,000 - $59,999",0,No,21,No,Not well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,6
80290,79,Female,Vietnamese,12,Married,2,Living with spouse,0,0,Buddhist,0,0,None,0,Retired,None,,1,No,32,Yes,Not well,Very low,High,Fair,Good,Yes,Rent,Yes,Pretty much,8
80322,45,Female,Vietnamese,16,Married,3,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Semi-skilled,"$20,000 - $29,999",0,No,15,Yes,Not well,High,High,Very Good,Excellent,Yes,Own,Yes,Pretty much,9
11012,31,Female,Vietnamese,15,Married,2,Living with spouse,0,0,Catholic,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$0 - $9,999",0,Yes,31,No,Very well,Very high,High,Fair,Very Good,0,Own,Yes,,8
80479,39,Male,Vietnamese,16,Married,5,0,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,25,Yes,Well,High,High,Very Good,Very Good,Yes,Own,Yes,Very much,8
10100,18,Male,Vietnamese,13,Single,6,0,0,Living with parents,Buddhist,0,Employed part time,Part Time,0,0,Service worker,"$70,000 and over",0,Yes,18,No,Very well,High,High,Good,Excellent,Yes,Own,Yes,Pretty much,8
1012501,29,Male,Vietnamese,16,Single,1,0,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,25,No,Very well,Very high,Low,Very Good,Good,Yes,Own,Yes,Pretty much,8
80179,49,Female,Vietnamese,16,Married,3,Living with spouse,Living with children,0,Catholic,0,0,None,0,0,None,"$70,000 and over",0,No,18,Yes,Well,High,Very high,Good,Good,Yes,Own,Yes,Pretty much,8
80175,53,Male,Vietnamese,16,Married,3,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,24,No,Well,High,Very high,Good,Good,Yes,Own,Yes,Not at all,7
1011001,43,Female,Vietnamese,16,Married,4,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,22,No,Well,High,High,Excellent,Very Good,Yes,Own,Yes,Not at all,8
80457,60,Male,Vietnamese,14,Living with a partner,6,0,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Semi-skilled,"$50,000 - $59,999",0,No,35,No,Well,High,High,Good,Good,Yes,Own,Yes,Pretty much,8
80080,52,Male,Vietnamese,16,Married,4,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,15,Yes,Well,High,High,Good,Good,Yes,Own,Yes,Not very much,7
10011061,50,Male,Vietnamese,16,Married,4,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,33,No,Very well,Very high,Very high,Excellent,Excellent,Yes,Own,Yes,Pretty much,8
10312,28,Female,Vietnamese,15,Living with a partner,2,0,0,0,Buddhist,Employed full time,0,Full Time,0,0,Service worker,"$10,000 - $19,999",,Yes,28,No,Well,High,High,Good,Very Good,0,Own,Yes,Not very much,6
80277,50,Female,Vietnamese,12,Married,3,Living with spouse,0,0,Catholic,Employed full time,0,Full Time,0,0,Skilled trades,"$30,000 - $39,999",1,No,20,No,Not well,Low,Low,Good,Very Good,Yes,Own,Yes,Pretty much,6
80189,54,Male,Vietnamese,12,Married,4,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Skilled trades,"$40,000 - $49,999",0,No,15,Yes,Not well,Low,Very high,Good,Good,Yes,Own,Yes,Not very much,5
10011011,42,Male,Vietnamese,16,Single,1,0,0,0,None,0,0,None,0,0,Business owner,"$70,000 and over",0,No,37,No,Very well,High,Low,Good,Good,Yes,Own,Yes,Pretty much,9
10590,19,Male,Vietnamese,13,Single,4,0,0,Living with parents,Catholic,0,0,None,Student,0,None,"$50,000 - $59,999",0,Yes,19,No,Well,High,High,Good,Good,0,Own,Yes,,8
80176,57,Female,Vietnamese,14,Married,4,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Semi-skilled,"$30,000 - $39,999",0,No,15,Yes,Not well,Low,High,Good,Good,Yes,Own,Yes,Not very much,8
100040127,55,Male,Vietnamese,13,Married,4,0,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$60,000 - $69,999",0,No,15,Yes,Well,Low,Low,Good,Fair,Yes,Own,Yes,Pretty much,6
10247,18,Male,Vietnamese,12,Single,4,0,0,Living with parents,Catholic,0,0,None,Student,0,None,"$40,000 - $49,999",0,No,15,No,Very well,High,High,Good,Good,Yes,Own,Yes,Pretty much,7
80081,40,Male,Vietnamese,16,,2,Living with spouse,0,0,None,Employed full time,0,Full Time,0,0,Semi-skilled,"$30,000 - $39,999",0,No,15,Yes,Well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,8
80058,39,Female,Vietnamese,17,Married,6,Living with spouse,Living with children,Living with parents,Protestant,Employed full time,0,Full Time,0,0,"Clerical, office, sales",,0,No,15,Yes,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
80379,55,Female,Vietnamese,8,Single,1,0,0,0,Buddhist,0,0,None,0,0,None,,,No,25,No,Not well,Low,,Fair,Fair,Yes,Rent,Yes,Pretty much,5
80471,64,Male,Vietnamese,16,Married,4,Living with spouse,Living with children,0,Catholic,0,0,None,0,Retired,None,"$30,000 - $39,999",,No,41,Yes,Well,High,High,Good,Good,Yes,Own,Yes,Pretty much,8
80485,56,Male,Vietnamese,16,Married,4,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,40,No,Well,Very high,Very high,Excellent,Excellent,Yes,Own,Yes,Very much,8
80366,76,Male,Vietnamese,12,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,Retired,None,"$20,000 - $29,999",0,No,30,Yes,Not well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Not very much,5
80420,50,Female,Vietnamese,12,Married,4,0,Living with children,0,Buddhist,0,0,None,0,0,Other,"$30,000 - $39,999",0,No,10,Yes,Not well,Low,Low,Very Good,Very Good,Yes,Own,Yes,Pretty much,10
80172,65,Male,Vietnamese,12,Living with a partner,8,Living with spouse,Living with children,0,Protestant,0,0,None,0,Retired,None,"$10,000 - $19,999",,No,15,Yes,Not well,High,Very high,Good,Good,Yes,Rent,Yes,Pretty much,8
80239,50,Female,Vietnamese,7,Married,3,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Semi-skilled,"$20,000 - $29,999",0,No,15,Yes,Not well,High,High,Very Good,Very Good,Yes,Rent,Yes,,7
80429,48,Female,Vietnamese,17,Married,3,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$40,000 - $49,999",0,No,24,Yes,Not well,High,High,Good,Good,Yes,Own,Yes,Pretty much,7
80191,21,Male,Vietnamese,16,Single,4,0,0,Living with parents,Catholic,0,0,None,Student,0,None,"$30,000 - $39,999",0,No,15,Yes,Very well,Very high,High,Excellent,Excellent,Yes,Own,Yes,Very much,10
80461,41,Female,Vietnamese,17,Married,6,0,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",1,No,23,No,Well,High,High,Good,Good,0,Rent,Yes,Pretty much,7
10264,25,Female,Vietnamese,16,Single,1,0,0,0,Catholic,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$30,000 - $39,999",0,No,18,No,Very well,High,Low,Fair,Fair,Yes,Rent,Yes,,7
8043901,,Male,Vietnamese,16,Single,1,0,0,0,Buddhist,0,0,None,0,0,Business owner,"$70,000 and over",0,No,27,No,Well,,High,Excellent,Excellent,0,Own,Yes,,10
80275,41,Female,Vietnamese,12,Single,2,0,Living with children,0,None,Employed full time,0,Full Time,0,0,Service worker,"$10,000 - $19,999",1,No,16,No,Well,High,High,Good,Good,Yes,Own,Yes,Pretty much,8
80002,73,Female,Vietnamese,12,Single,1,0,0,0,Catholic,0,0,None,0,0,None,"$0 - $9,999",1,No,25,No,Not well,Low,High,Fair,Fair,Yes,Rent,Yes,,4
80395,56,Female,Vietnamese,13,Single,2,0,Living with children,0,Buddhist,0,0,None,0,0,Service worker,"$10,000 - $19,999",0,No,16,No,Not well,Low,High,Fair,Good,Yes,Own,Yes,Pretty much,5
80120,52,Female,Vietnamese,9,Married,3,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Semi-skilled,"$40,000 - $49,999",0,No,21,Yes,Not well,Low,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
10093,32,Male,Vietnamese,13,Married,4,Living with spouse,Living with children,0,Buddhist,0,0,None,0,0,Business owner,"$70,000 and over",0,No,16,Yes,Very well,High,High,Very Good,Very Good,Yes,Own,Yes,Not very much,8
80288,67,Female,Vietnamese,7,Married,2,Living with spouse,0,0,Catholic,0,0,None,0,Retired,Other,"$0 - $9,999",1,No,16,No,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,6
80289,70,Male,Vietnamese,12,Married,2,Living with spouse,0,0,Catholic,0,0,None,0,Retired,Other,"$0 - $9,999",1,No,16,No,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,6
80502,38,Female,Vietnamese,12,Married,4,Living with spouse,Living with children,0,Catholic,0,Employed part time,Part Time,0,0,Service worker,"$0 - $9,999",,No,23,,Well,Low,High,Very Good,Good,Yes,Own,Yes,,8
80253,65,Female,Vietnamese,11,Single,6,0,Living with children,0,Other,Employed full time,0,Full Time,0,0,Service worker,"$20,000 - $29,999",0,No,16,No,Not at all,High,Very high,Good,Good,Yes,Own,Yes,Pretty much,10
80256,38,Female,Vietnamese,14,Married,5,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$60,000 - $69,999",,No,22,No,Well,Very high,Low,Very Good,Very Good,Yes,Own,Yes,,10
80433,52,Female,Vietnamese,16,Married,5,0,Living with children,0,Catholic,0,0,None,0,0,"Clerical, office, sales","$70,000 and over",0,No,,,Very well,Very high,High,Very Good,Excellent,Yes,Own,Yes,Very much,10
80459,46,Male,Vietnamese,17,Married,5,Living with spouse,Living with children,Living with parents,Catholic,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,23,Yes,Well,High,High,Excellent,Excellent,Yes,Own,Yes,Pretty much,9
80484,49,Female,Vietnamese,14,Married,4,Living with spouse,Living with children,0,Catholic,0,Employed part time,Part Time,0,0,"Clerical, office, sales","$70,000 and over",0,No,25,No,Well,High,High,Very Good,Good,Yes,Own,Yes,Pretty much,
80397,54,Female,Vietnamese,12,Married,4,Living with spouse,Living with children,Living with parents,Buddhist,Employed full time,0,Full Time,0,0,Service worker,"$30,000 - $39,999",0,No,17,Yes,Well,Low,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,7
80419,47,Female,Vietnamese,12,Living with a partner,4,0,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Other,"$20,000 - $29,999",0,No,17,Yes,Not well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,6
80199,59,Female,Vietnamese,12,Married,3,Living with spouse,Living with children,0,Catholic,0,Employed part time,Part Time,0,0,Service worker,"$30,000 - $39,999",0,No,17,Yes,Not well,High,High,Good,Good,Yes,Own,Yes,Pretty much,7
80248,67,Male,Vietnamese,12,Married,6,0,Living with children,0,Catholic,0,0,None,0,Retired,None,"$20,000 - $29,999",0,No,17,No,Not well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Very much,10
80503,41,Male,Vietnamese,10,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Skilled trades,"$50,000 - $59,999",1,No,18,Yes,Not well,High,High,Very Good,Very Good,Yes,Own,Yes,Very much,7
80279,47,Female,Vietnamese,12,Living with a partner,4,Living with spouse,0,0,Buddhist,Employed full time,0,Full Time,0,0,Skilled trades,"$30,000 - $39,999",,No,18,No,Not well,Low,Low,Good,Very Good,0,Own,Yes,,7
10040099,47,Female,Vietnamese,16,Married,7,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",1,No,40,No,Very well,Very high,Low,Good,Good,Yes,Own,Yes,Not very much,4
10040100,47,Male,Vietnamese,16,Married,7,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",1,No,30,No,Very well,Very high,Low,Good,Good,Yes,Own,Yes,Pretty much,3
10231,43,Male,Vietnamese,15,Single,1,0,0,0,None,Employed full time,0,Full Time,0,0,Business owner,"$50,000 - $59,999",0,No,37,No,Very well,Very high,Low,Fair,Fair,Yes,Own,Yes,,7
80140,38,Female,Vietnamese,15,Married,7,Living with spouse,Living with children,Living with parents,Buddhist,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,18,Yes,Very well,High,High,Excellent,Excellent,Yes,Own,Yes,Very much,8
10011062,24,Female,Vietnamese,17,Single,6,0,0,Living with parents,None,0,0,None,Student,0,None,"$0 - $9,999",0,Yes,24,No,Very well,Very high,High,Very Good,Very Good,Yes,Own,Yes,Very much,8
80255,44,Female,Vietnamese,16,Married,4,0,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,27,Yes,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Very much,9
80155,38,Male,Vietnamese,14,Married,3,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$60,000 - $69,999",0,No,18,No,Well,Low,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
10254,40,Male,Vietnamese,16,Married,3,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,30,No,Very well,High,High,Very Good,Very Good,Yes,Own,Yes,,7
80409,78,Female,Vietnamese,5,Living with a partner,3,0,Living with children,0,Buddhist,0,0,None,0,0,Professional,"$10,000 - $19,999",1,No,18,No,Not at all,Low,High,Good,Good,Yes,Rent,No,Pretty much,4
10224,35,Female,Vietnamese,17,Living with a partner,2,0,0,0,Buddhist,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,26,No,Very well,Very high,High,Excellent,Excellent,Yes,Own,Yes,Very much,10
